country,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,error_flags,anomaly_score,is_anomaly
IND,NPKSP} Azure D,WKS0068852,50.0,14.034,78.443,Solar,,,0.101,False
ESP,PARQUE EOLICO CERRO DE LA HIGUERA,WRI1007350,36.0,36.878,-4.8469,Wind,2009.0,,0.1651,False
GBR,Craigannet Farm Wind Turbine,GBR0006318,1.5,56.0455,-4.0685,Wind,,,0.1532,False
BRA,Suzano,BRA0002787,38.4,-23.539,-46.3015,Gas,1973.0,,0.0777,False
BRA,Ventos de Santo Augusto I,BRA0031746,18.4,-7.6525,-40.6276,Wind,2017.0,,0.1072,False
USA,Chappell,USA0002230,1.1,41.0926,-102.4715,Oil,1982.0,,0.1607,False
CHN,Yutan Hydroelectric,WRI1070978,16.0,6.2755,-34.9201,Hydro,,OCEAN_COORDS,0.1039,False
CAN,Cowley North,CAN0007787,19.5,-2.4527,-129.5235,Wind,,OCEAN_COORDS,0.0309,False
ROU,Berceni I,WKS0062409,10.0,44.913,26.148,Solar,,,0.1753,False
FRA,Hauteluce,WRI1024652,8.5,45.7642,6.6156,Hydro,,,0.1879,False
CAN,Midhurst 2,CAN0008121,3.5,44.5392,-79.765,Solar,,,0.1805,False
USA,Michael Solar,USA0060971,3.0,45.6675,-94.7083,Solar,2018.0,,0.1647,False
USA,South Canal Hydro-1,USA0058783,,38.4833,-107.755,Hydro,2013.0,MISSING_CAPACITY,0.1595,False
GBR,Whiteside Hill,GBR2001069,25.3,55.3574,-4.0294,Wind,,,0.1517,False
BRA,Bimbo do Brasil,BRA0031260,1.48,-23.5435,-46.6266,Oil,2010.0,,0.0957,False
CHN,Yaohai A,WKS0073769,50.0,31.93,117.335,Solar,,,0.1262,False
GBR,Bransholme Solar CIC,GBR0005214,5.0,53.8085,-0.3158,Solar,,,0.1788,False
USA,Unisea G 2,USA0054422,17.5,53.8796,-166.5532,Oil,1992.5142857142855,,0.0042,False
USA,Marshall Wind 5 LLC,USA0056827,2.1,44.3303,-95.8344,Wind,2008.0,,0.1743,False
TUR,Pamukören 2,WRI1018966,,-18.5961,78.6581,Geothermal,,OCEAN_COORDS|MISSING_CAPACITY,0.0636,False
CAN,Isle-Maligne,CAN0002158,463.8,48.5771,-71.6347,Hydro,,,0.0446,False
DEU,Kachlet,WRI1005853,53.7,48.5797,13.4083,Hydro,1927.0,,0.1652,False
ARG,MERCEDES,ARG0000129,2.308,-29.1808,-58.0793,Oil,,,0.0732,False
FRA,Lugo Di Nazza,WRI1026704,39.0,42.091,9.316,Hydro,1991.0,,0.1789,False
IND,Dhank - Aravali Solar Power Plant,WRI1026135,5.0,21.7766,70.0773,Solar,,,0.1257,False
USA,PCS Nitrogen Fertilizer LP,USA0050341,14.0,30.227,-91.0551,Cogeneration,2007.7142857142856,,0.1453,False
USA,Central Utility Plant at White Oak,USA0058207,54.3,39.0394,-76.9825,Gas,2010.32044198895,,0.1635,False
BRA,Floraplac,BRA0027926,1.25,-3.1995,-47.5937,Biomass,2000.0,,0.1036,False
BIH,Capljina Pumped Storage Power Plant Bosnia and Herzegovina,GEODB0044764,420.0,43.0133,17.8041,Hydro,,,0.0715,False
CHN,Huaneng Tongjiang Jiangsheng,WRI1072425,49.0,47.9361,132.8886,Wind,,,0.0806,False
GBR,Sandhill Anaerobic Digestion Plant (Waste AD),GBR0000245,2.0,53.992,-0.4985,Biomass,,,0.1768,False
USA,Wyckoff Heights Medical Center,USA0063644,1.6,40.7041,-73.9177,Oil,1990.0,,0.1864,False
USA,Gordon,USA0003976,6.999999999999999,46.2367,-91.7855,Oil,1991.2,,0.1691,False
CAN,Bear Mountain,CAN0002105,102.0,55.7041,-120.4264,Wind,,,0.0402,False
MEX,Pemex-Gas y Petroquímica Básica  Complejo Procesador de Gas Nuevo Pemex,MEX0001812,367.4,17.858,-93.123,Gas,,,0.0307,False
GBR,Crowmarsh Battle Farm (Farm AD),GBR0000386,2.3,51.611,-1.1033,Biomass,,,0.1897,False
GBR,Pilsworth Quarry Landfill Scheme,GBR0000571,4.1,53.5836,-2.2583,Waste,,,0.1793,False
BRA,YAMADA PÁTIO BELÉM,BRA0033439,1.025,-1.4532,-48.4853,Oil,2007.0,,0.1,False
RUS,Irganayskaya HPP,WRI1061675,400.0,42.7452,46.8316,Hydro,,,0.0565,False
AUS,Whyalla SSE,WKS0071501,6.0,-33.007,137.558,Solar,,,-0.0241,True
SAU,DAMMAM,WRI1030650,397.8999999999999,26.38,50.093,Gas,2000.0,,0.0512,False
CZE,Zašová Solar Power Plant,WRI1029780,9.3,49.5653,17.9129,Solar,,,0.1799,False
GBR,Weddington Farm,GBR2001102,2.1,52.2176,-1.4083,Solar,,,0.1881,False
GTM,Jurun Marinala,WRI1061395,,14.39,-90.711,Hydro,1970.0,MISSING_CAPACITY,0.1054,False
NOR,Saheim,WRI1003471,206.0,59.877,8.5929,Hydro,,,0.0508,False
IRL,Kilgarvan,WRI1022913,45.0,51.9342,-9.3269,Wind,2006.0,,0.1542,False
USA,Chalk Cliff Limited,USA0050003,46.0,35.0968,-119.4299,Gas,1990.0,,0.1254,False
CHN,Huaan Xipi,WRI1071028,44.0,25.2,117.467,Hydro,,,0.1108,False
BRA,Brecha,BRA0000315,12.4,-20.5458,-42.9625,Hydro,1958.0,,0.0971,False
CZE,Kladno (TG6),WRI1019208,110.0,50.1535,14.127,Gas,1999.0,,0.1379,False
GBR,Land at Whatton Road,GBR0004748,1.5,52.828,-1.287,Solar,,,0.1817,False
USA,Hinton,USA0061615,3.0,35.4947,-98.3857,Solar,2017.0,,0.1716,False
GBR,Ufton,GBR0000717,1.0,52.2477,-1.4434,Waste,,,0.1855,False
USA,Oswego County - Fulton Solar,USA0060818,2.0,43.3424,-76.3432,Solar,2018.0,,0.1853,False
CHL,PUNITAQUI,CHL0000079,,-30.858,-71.2406,Oil,,MISSING_CAPACITY,0.046,False
USA,Nottoway Diesel Generating Facility,USA0007941,,36.6972,-77.105,Oil,2002.0,MISSING_CAPACITY,0.1775,False
BRA,Oiapoque COEN,BRA0032304,12.83,3.6063,-51.8411,Oil,2015.0,,0.1033,False
NZL,Cobb,WRI1000343,32.0,-41.0861,172.7325,Hydro,1914.0,,-0.0997,True
GBR,Corriegarth,GBR0004664,69.0,57.1901,-4.3596,Wind,,,0.1127,False
CHN,Beijing Guanting Wind Phase 2,WRI1071572,85.0,40.3375,115.675,Wind,,,0.1216,False
CAN,Smiths Falls 3,CAN0008380,6.5,44.9279,-76.1158,Solar,,,0.1774,False
ITA,Masseria Rossa 1 Solar Power Plant,WRI1026415,1.0,40.4117,17.4247,Solar,,,0.1726,False
BRA,Santa Gabriela,BRA0028996,24.0,-17.5375,-54.4333,Hydro,2009.0,,0.0987,False
KOR,Gangwon,WRI1023592,98.0,37.7244,128.7369,Wind,2005.0,,0.0889,False
GBR,Pitlochry,GBR0000394,15.0,56.6991,-3.7406,Hydro,,,0.1482,False
CHN,Jiutiaoling Small,WRI1071516,8.0,37.8864,102.1242,Hydro,,,0.1406,False
BRA,Sobar,BRA0028048,3.864,-22.6737,-49.4107,Biomass,,,0.1044,False
FRA,Saint-Georges-des-Gardes,WRI1024513,10.0,47.1673,-0.7645,Wind,,,0.1933,False
CAN,Rapide-Blanc,CAN0002214,204.0,-1.0007,-168.9511,Hydro,,OCEAN_COORDS,-0.0533,True
DEU,Brohltal Solar Power Plant,WRI1030217,1.5,50.4265,7.2298,Solar,,,0.1875,False
DEU,Richelbach Solar Power Plant,WRI1030267,14.3,49.6838,9.3871,Solar,,,0.187,False
FRA,Charmont-en-Beauce,WRI1023975,30.0,48.2232,2.1458,Wind,,,0.1831,False
PRT,Coruche 2,WRI1022609,2.0,38.9188,-8.6193,Solar,2014.0,,0.1743,False
AUS,Mt Mercer Wind Farm,AUS0000478,131.0,-37.8317,143.8892,Wind,,,-0.0865,True
NAM,Omburu,WRI1023136,,-21.4148,15.973,Solar,,MISSING_CAPACITY,0.0615,False
CHE,Stampa,WRI1004549,5.0,46.0156,8.9453,Hydro,1926.0,,0.1893,False
CHE,Ardon,WRI1004044,52.0,-16.8362,65.412,Hydro,1960.0,OCEAN_COORDS,0.0462,False
USA,Burlington GT,USA0003754,25.5,44.4814,-73.2239,Oil,1971.0,,0.1707,False
GBR,Babergh Home Solar Scheme,GBR0001893,2.8,52.0486,0.9444,Solar,,,0.1872,False
BRA,Bahia I - Camaçari,BRA0028615,31.8,-12.6616,-38.3255,Oil,2002.0,,0.0944,False
GBR,Hunter's Hill,GBR0003253,20.0,54.439,-7.3415,Wind,,,0.1558,False
CAN,Lower Clowhom,CAN0008067,11.0,49.8176,-123.3973,Hydro,,,0.0968,False
CAN,Mont Miller,CAN0008140,54.0,48.98,-65.4958,Wind,,,0.1305,False
IRL,Aghada CCGT,WRI1002814,435.0,51.8347,-8.2362,Gas,,,0.0553,False
DEU,Ha�loch Solar Power Plant,WRI1030288,3.3,49.3644,8.2341,Solar,,,0.1906,False
ITA,LA CASELLA C.LE,WRI1002897,1465.85,45.0904,9.4805,Gas,,,-0.0464,True
CHN,Xinyang Tianmu Mountain Wind,WRI1072303,20.0,32.6021,113.8161,Wind,,,0.1344,False
ROU,Ploiesti,WKS0071374,9.0,44.9469,26.0693,Solar,,,0.1734,False
USA,Dalton 2,USA0059556,6.5,34.7181,-84.9319,Solar,2015.0,,0.1734,False
USA,Eddystone Generating Station,USA0003161,861.6,39.858,-75.323,Gas,1974.4085422469825,,0.015,False
FRA,Saint-Philbert-de-Bouaine,WRI1024105,16.4,46.9925,-1.5071,Wind,,,0.1891,False
CZE,Honětice Solar Power Plant,WRI1029476,3.3,49.2083,17.2475,Solar,,,0.1818,False
BRA,Costa Bioenergia,BRA0030627,15.0,-23.6592,-53.3994,Biomass,2010.0,,0.0996,False
GBR,Rushmoor Lane Farm (Cheshire Coppice),GBR0005465,5.0,52.7272,-2.5528,Solar,,,0.1847,False
MEX,Bsm Energía de Veracruz,MEX0006652,12.8,18.6063,-96.6858,Biomass,,,0.1139,False
JPN,Shiroi-Inzai,WKS0069762,12.8,35.8102,140.0909,Solar,,,0.0765,False
CHN,Jiangxi Anfu Guanshan Small Bundling,WRI1071285,6.0,27.3103,114.6844,Hydro,,,0.119,False
CAN,China Creek,CAN0007756,6.5,49.1856,-124.7395,Hydro,,,0.0984,False
CHN,Inner Mongolia Wudaogou Iii Wind,WRI1071337,48.0,42.73,117.95,Wind,,,0.126,False
CHN,Dabu Coal,WRI1070184,,24.5852,113.5831,Coal,2015.0,MISSING_CAPACITY,0.121,False
HND,Lufussa III,WRI1029352,231.0,13.4047,-87.3269,Oil,,,0.0478,False
JPN,Takasago A,WKS0073702,6.5,34.7653,134.7655,Solar,,,0.0949,False
DZA,Tilghemt 1,WRI1023787,200.0,33.1319,3.348,Gas,1980.0,,0.1024,False
ARG,ALMIRANTE BROWN,ARG0000156,25.0,-34.8386,-58.4033,Oil,,,0.0317,False
SVK,Lipovec Hydroelectric Power Plant Slovakia,GEODB0042645,38.4,49.132,18.9114,Hydro,,,0.1665,False
FRA,Nozeroy,WRI1025693,1.1,46.7695,6.0355,Hydro,,,0.1884,False
USA,Hawkeye Wind Farm,USA0057832,35.0,42.9489,-92.0622,Wind,2012.0,,0.1659,False
CAN,Jean-Guérin,CAN0007976,5.9,46.6353,-71.0477,Hydro,,,0.166,False
USA,T-Bone Wind (10) LLC,USA0056836,,35.8081,-101.9986,Wind,2008.0,MISSING_CAPACITY,0.1653,False
POL,EC Gorlice,WRI1061518,5.0,49.6769,21.1821,Coal,,,0.1768,False
CHN,Dingbian J,WKS0073792,24.0,37.65,107.735,Solar,,,0.1426,False
CZE,Ledeč nad Sázavou Solar Power Plant,WRI1029473,2.0,49.6829,15.275,Solar,,,0.1838,False
PHL,Calaca power station,WRI1001870,900.0,13.9303,120.7886,Coal,2007.0,,-0.0211,True
CHN,Nanjiangkou Small Yunan County,WRI1071458,12.0,23.068,111.818,Hydro,,,0.115,False
USA,Wright Cuddyer CSG,USA0061494,4.0,45.1831,-93.7341,Solar,2018.0,,0.1694,False
ESP,PUERTO DE BARCELONA  GRUPO 2,WRI1007821,866.3,-7.7695,-130.365,Gas,2010.0,OCEAN_COORDS,-0.0898,True
USA,Glen Ferris Hydro,USA0050010,6.199999999999999,38.1483,-81.2147,Hydro,1915.0645161290324,,0.1846,False
CAN,Zellstoff Celgar Mill,CAN0008571,78.0,49.3361,-117.7275,Biomass,,,0.0874,False
FRA,Fécamp,WRI1024938,4.7,49.7526,0.3961,Wind,,,0.1924,False
USA,Portal Ridge Solar B  LLC,USA0060310,20.0,34.7165,-118.2821,Solar,2017.0,,0.1424,False
USA,Chalmette Refining LLC,USA0050626,5.7,5.5076,-157.2181,Other,1990.0,OCEAN_COORDS,-0.0021,True
USA,Glades Pike Generation Plant,USA0059759,,40.0067,-79.041,Waste,2011.0,MISSING_CAPACITY,0.1838,False
PHL,PCPC,WRI1029966,135.0,11.1872,123.121,Coal,2016.0,,0.0467,False
USA,TalenEnergy Montour,USA0003149,1757.9,41.0714,-76.6672,Coal,1972.5079924910403,,-0.0844,True
USA,Brunot Island,USA0003096,365.4,40.4649,-80.0438,Gas,1973.324302134647,,0.0885,False
FRA,Treilles,WRI1024177,13.0,42.9178,2.9436,Wind,,,0.1946,False
USA,Clif Bar Bakery of Twin Falls,USA0062151,2.0,42.541,-114.4125,Solar,2019.0,,0.1422,False
USA,Los Vientos Windpower IV,USA0059321,,26.3806,-98.8183,Wind,2016.0,MISSING_CAPACITY,0.1318,False
USA,Valdez,USA0006306,8.6,61.1303,-146.3647,Oil,1989.860465116279,,-0.0061,True
FRA,Saffré,WRI1024108,16.304,47.4913,-1.5793,Wind,,,0.1902,False
RUS,Reftinskaya GRES,WRI1003790,3800.0,57.1067,61.7117,Coal,1970.0,,-0.1765,True
PHL,Raslag,WKS0064259,10.0,15.132,120.635,Solar,,,0.0921,False
IND,Tiruchuli,WKS0070873,50.0,9.522,78.228,Solar,,,0.0857,False
USA,Castle Gap Solar Hybrid,USA0060123,,31.255,-102.272,Solar,2018.0521327014217,MISSING_CAPACITY,0.1469,False
FRA,Cormont,WRI1024592,9.2,50.5646,1.7442,Wind,,,0.1901,False
FRA,Aubusson,WRI1025428,1.54832,45.9509,2.1665,Solar,,,0.1884,False
ITA,ORSA MAGGIORE,WRI1021810,15.0,42.36,11.522,Solar,,,0.1879,False
USA,Port Leyden Hydroelectric Project,USA0010817,1.0,43.5836,-75.3392,Hydro,1986.0,,0.1817,False
AUT,Rodundwerk I,WRI1019158,198.0,47.085,9.8813,Hydro,,,0.1208,False
USA,Rocky Road Power LLC,USA0055109,415.5,42.0931,-88.2397,Gas,1999.2945848375448,,0.0765,False
GBR,Vine Farm Solar Park,GBR0002329,45.0,52.1112,-0.0691,Solar,,,0.1679,False
USA,Bear Creek Solar,USA0061351,2.0,35.5403,-79.4491,Solar,2017.0,,0.1811,False
USA,Hillcrest Pump Station,USA0054142,,39.6419,-104.9138,Hydro,1993.0,MISSING_CAPACITY,0.1602,False
USA,Baer Road CSG,USA0062034,2.0,41.797,-75.068,Solar,2018.0,,0.1893,False
BRA,Ventos de Campo Formoso I,BRA0030943,30.0,-10.6277,-40.6855,Wind,2016.0,,0.0976,False
AUS,Rockingham,AUS0000358,2.1,-32.2863,115.8154,Waste,,,-0.0005,True
CAN,Mont Rothery,CAN0008617,74.0,48.972,-65.3796,Wind,,,0.1257,False
USA,Brandon Shores,USA0000602,1370.2,39.18,-76.5389,Coal,1987.5,,-0.0379,True
IDN,PLTGB Tanjung Batu,WRI1000868,2.0,-0.5,117.15,Gas,,,0.0534,False
IND,Seegipalle,WKS0066887,50.0,13.935,77.49,Solar,,,0.1039,False
USA,Whitegrass No. 1,USA0063001,6.3999999999999995,39.1633,-119.1805,Geothermal,2018.0,,0.1451,False
BRA,Terranova I,BRA0028961,3.0,-26.25,-49.5085,Biomass,2000.0,,0.0927,False
ECU,Manduriacu,WRI1022990,65.0,0.2147,-78.9122,Hydro,2015.0,,0.0782,False
GBR,Wolseley National Distribution Centre,GBR0002389,,52.2736,-1.5357,Solar,,MISSING_CAPACITY,0.1857,False
FRA,La Bastide-de-Bousignac,WRI1025578,1.23905,43.0582,1.8846,Solar,,,0.1919,False
USA,Nichols,USA0003484,474.7,-27.9697,89.0155,Gas,1964.649673477986,OCEAN_COORDS,-0.0609,True
GBR,Moss Thorn Farm,GBR0006019,5.8,54.6678,-2.7983,Solar,,,0.1671,False
FRA,Saint-Michel-Chef-Chef,WRI1024463,10.25,47.1753,-2.1272,Wind,,,0.1919,False
DEU,Greding Solar Power Plant,WRI1030305,4.5,17.6144,-39.8917,Solar,,OCEAN_COORDS,0.1204,False
USA,Washington County Cogeneration Facility,USA0007697,122.5,4.9952,-167.1444,Gas,1999.0,OCEAN_COORDS,-0.0479,True
KOR,Pyeongtaek,WRI1000197,1400.0,37.0041,126.7946,Oil,,,-0.0423,True
FRA,Trémeheuc,WRI1024264,12.0,48.4387,-1.6977,Wind,,,0.1917,False
BRA,Serra das Vacas II,BRA0031540,,-8.8952,-36.7257,Wind,2015.0,MISSING_CAPACITY,0.1074,False
CHN,Taiyangshan Phase 4,WRI1071873,49.0,-7.5479,-148.7066,Wind,,OCEAN_COORDS,-0.0193,True
CHN,Jingneng Jixiang Huaya Phase 2,WRI1071386,49.0,43.47,115.77,Wind,,,0.1277,False
GBR,Upper Farm solar park,GBR0002082,12.0,51.1721,-1.0997,Solar,,DUPLICATE_ID,0.1889,False
FRA,La Salvetat-Peyralès,WRI1025362,1.72735,44.2211,2.1966,Solar,,DUPLICATE_ID,0.1933,False
FRA,Villar-d'Arêne,WRI1024941,4.659,45.0001,6.3639,Hydro,,DUPLICATE_ID,0.1895,False
GBR,Metheringham Heath (Farm AD),GBR0000331,6.5,53.1334,-0.4721,Biomass,,DUPLICATE_ID,0.1808,False
POL,FW Lipniki,WRI1061600,30.0,50.5355,17.1067,Wind,2011.0,DUPLICATE_ID,0.1676,False
CHN,Qinghai Yuhui Solar,WRI1026372,20.0,37.0,98.395,Solar,,DUPLICATE_ID,0.1426,False
AUS,Pedler Creek,AUS0000236,3.0,-35.2023,138.5021,Waste,,DUPLICATE_ID,-0.042,True
JPN,Jozankei,WRI1020235,120.0,42.9871,141.1562,Hydro,1989.0,DUPLICATE_ID,0.0469,False
ARG,NUEVA ESPERANZA,ARG0000323,3.38,-26.2072,-64.2477,Oil,,DUPLICATE_ID,0.0803,False
USA,Ashland,USA0001259,5.6000000000000005,37.1938,-99.7631,Oil,1983.196428571428,DUPLICATE_ID,0.1701,False
CHN,Baiyun Ebo Inner Mongolia Luneng Phase 2,WRI1071705,49.0,41.6778,109.9572,Wind,,DUPLICATE_ID,0.1347,False
USA,Big Thompson,USA0000515,4.5,40.421,-105.2238,Hydro,1959.0,DUPLICATE_ID,0.1574,False
KEN,Olkaria I,WRI1000048,45.0,-0.8893,36.2557,Geothermal,1981.0,DUPLICATE_ID,0.0717,False
USA,Wor-Wic Community College - Offsite,USA0063512,2.0,38.4133,-75.6901,Solar,2019.0,DUPLICATE_ID,0.1857,False
BRA,São Tomé,BRA0029202,4.0,-23.5384,-52.6406,Biomass,2004.0,DUPLICATE_ID,0.0991,False
USA,Victor Mesa Linda C2,USA0059270,1.5,34.5114,-117.3872,Solar,2014.0,DUPLICATE_ID,0.1445,False
USA,Moorhead Wind Turbine,USA0007855,1.4,46.895,-96.7347,Wind,2000.0,DUPLICATE_ID,0.1603,False
BRA,Salto do Passo Velho,BRA0002173,1.8,-26.75,-52.4167,Hydro,2001.0,DUPLICATE_ID,0.0893,False
CHN,Tongmei Datang power station,WRI1070202,660.0,39.9796,113.1859,Coal,2014.0,DUPLICATE_ID,0.038,False
ESP,P. E.  LA GAMONEDA (AMPLIADA CON RE-1814),WRI1006731,19.8,42.0357,-6.9054,Wind,,DUPLICATE_ID,0.1902,False
IND,TALWANDI SABO,IND0000440,1980.0,29.924,75.2372,Coal,2015.0,DUPLICATE_ID,-0.0789,True
CAN,Bear Mountain,CAN0002105,102.0,55.7041,-120.4264,Wind,,DUPLICATE_ID,0.0402,False
THA,Lam Ta Khong,WRI1000170,1000.0,14.8073,101.5453,Hydro,2002.0,DUPLICATE_ID,-0.0188,True
FRA,La Rochelle-Normande,WRI1025294,1.98698,48.7632,-1.4354,Solar,,DUPLICATE_ID,0.1929,False
USA,Salisbury City of,USA0007400,6.4,39.4236,-92.8028,Oil,1985.0625,DUPLICATE_ID,0.1806,False
CZE,Krhanice Solar Power Plant,WRI1029770,1.3,49.8549,14.5662,Solar,,DUPLICATE_ID,0.1806,False
GTM,Palo Viejo,WRI1061402,85.0,15.5,-90.874,Hydro,2012.0,DUPLICATE_ID,0.0855,False
IDN,Riam Kanan/pangeran Muhamad Nur,WRI1001004,30.0,-3.5156,115.0074,Hydro,,DUPLICATE_ID,0.0526,False
FRA,Saint-Maximin-la-Sainte-Baume,WRI1025525,1.31957,43.451,5.8594,Solar,,DUPLICATE_ID,0.1895,False
KOR,Pyeongtaek,WRI1000197,1400.0,37.0041,126.7946,Oil,,DUPLICATE_ID,-0.0423,True
USA,Quincy II Solar Garden,USA0061752,1.5,39.6384,-104.6625,Solar,2018.0,DUPLICATE_ID,0.1605,False
CHE,Kernkraftwerk Beznau,WRI1004271,760.0,47.552,8.2281,Nuclear,,DUPLICATE_ID,0.0173,False
VNM,Hat Liu,WRI1030901,,21.5067,104.3622,Hydro,2014.0,DUPLICATE_ID|MISSING_CAPACITY,0.1199,False
CZE,Kosořín 1 Solar Power Plant,WRI1029664,2.0,49.9797,16.2381,Solar,,DUPLICATE_ID,0.1828,False
USA,Pelzer Lower,USA0010800,3.3,34.6165,-82.4479,Hydro,1990.0,DUPLICATE_ID,0.1757,False
GBR,Cattlegate Farm Biogas (Farm AD),GBR0000342,1.5,51.696,-0.1116,Biomass,,DUPLICATE_ID,0.1881,False
GRC,TSOUKA TSOUGARI,WRI1026622,,38.2713,24.2366,Wind,2000.0,DUPLICATE_ID|MISSING_CAPACITY,0.1689,False
CHN,Qili} M,WKS0065817,75.0,40.13,94.473,Solar,,DUPLICATE_ID,0.1217,False
USA,Rocky Mountain Hydroelectric Plant,USA0006189,847.8000000000001,-23.0141,73.7278,Hydro,1995.0,OCEAN_COORDS|DUPLICATE_ID,-0.0695,True
USA,SEGS IV,USA0010440,34.2,35.0122,-117.5557,Solar,1987.0,DUPLICATE_ID,0.1363,False
FRA,Avesnes-en-Bray,WRI1024329,12.0,49.473,1.6756,Wind,,DUPLICATE_ID,0.1924,False
FRA,Étampes,WRI1025256,2.126,48.4218,2.1378,Biomass,,DUPLICATE_ID,0.1934,False
BRA,Ventos de Morrinhos,BRA0030945,30.0,-10.5696,-40.6286,Wind,2015.0,DUPLICATE_ID,0.0976,False
ESP,SEROS II 1,WRI1023650,44.24,41.4744,0.4534,Hydro,1989.0,DUPLICATE_ID,0.174,False
USA,Orion Solar I,USA0058718,12.0,35.1507,-118.875,Solar,2014.0,DUPLICATE_ID,0.1443,False
JPN,Nakanishi A,WKS0070653,20.0,34.722,138.172,Solar,,DUPLICATE_ID,0.0868,False
CHN,Yuzhou A,WKS0070011,35.0,34.335,113.359,Solar,,DUPLICATE_ID,0.1303,False
USA,Hopkinton CSG,USA0062760,2.0,42.2035,-71.5315,Solar,2019.0,DUPLICATE_ID,0.1866,False
CAN,Mont Rothery,CAN0008617,74.0,48.972,-65.3796,Wind,,DUPLICATE_ID,0.1257,False
CHN,Yaomeng power station,WRI1070770,2160.0,33.7375,113.2419,Coal,1994.0,DUPLICATE_ID,-0.0792,True
BRA,Juiz de Fora,BRA0001276,87.048,-21.6855,-43.4475,Gas,2002.0,DUPLICATE_ID,0.0557,False
USA,NHH004 Winthrop Fuel Cell,USA0063649,1.0,40.6568,-73.9467,Gas,2018.0,DUPLICATE_ID,0.1837,False
GBR,Hunter's Hill,GBR0003253,20.0,54.439,-7.3415,Wind,,DUPLICATE_ID,0.1558,False
AUS,Broken Hill,AUS0000305,50.0,-31.9863,141.4203,Gas,,DUPLICATE_ID,-0.0451,True
CHN,Inner Mongolia Wudaogou Iii Wind,WRI1071337,48.0,42.73,117.95,Wind,,DUPLICATE_ID,0.126,False
IND,Harij,WKS0073925,30.0,23.715,71.875,Solar,,DUPLICATE_ID,0.1271,False
USA,Yough Hydro Power,USA0052036,12.2,39.8016,-79.3682,Hydro,1990.0,DUPLICATE_ID,0.1837,False
CAN,Fitzpatrick Mountain,CAN0007859,1.6,45.6264,-62.9013,Wind,,DUPLICATE_ID,0.1553,False
USA,Crawfordsville Power Plant,USA0001024,24.9,-10.0587,83.3538,Coal,1961.313253012048,OCEAN_COORDS|DUPLICATE_ID,0.0699,False
GBR,Kings Barn Farm - Energy Barn,GBR2001162,10.0,50.8898,-0.3172,Storage,,DUPLICATE_ID,0.1904,False
BRA,Vila Pará III,BRA0031765,24.0,15.7211,-38.1741,Wind,2016.0,OCEAN_COORDS|DUPLICATE_ID,0.1173,False
USA,Mountaineer,USA0006264,1300.0,38.9794,-81.9344,Coal,1980.0,DUPLICATE_ID,-0.0282,True
CHN,Fuqing Jiaru Wind Power Phase 2,WRI1072073,,25.571,119.554,Wind,,DUPLICATE_ID|MISSING_CAPACITY,0.114,False
DEU,Braschwitz Solar Power Plant,WRI1030132,8.0,51.5183,12.0639,Solar,,DUPLICATE_ID,0.1792,False
USA,Haywood Farm Solar  LLC,USA0061255,4.9,35.343,-79.915,Solar,2017.0,DUPLICATE_ID,0.1801,False
GTM,Ortitlán,WRI1061454,25.2,14.41,-90.607,Geothermal,2007.0,DUPLICATE_ID,0.0988,False
CAN,Matthias,CAN0008097,3.0,44.9934,-79.2019,Hydro,,DUPLICATE_ID,0.1785,False
USA,Bankhead Dam,USA0000002,53.9,33.4587,-87.3568,Hydro,1963.0,DUPLICATE_ID,0.1474,False
CAN,Lily Lake,CAN0008047,10.0,44.3136,-78.3926,Solar,,DUPLICATE_ID,0.18,False
GBR,Chapel Lane Parley Solar Farm Phase 1,GBR0002282,20.0,50.7918,-1.8612,Solar,,DUPLICATE_ID,0.1898,False
SGP,Pasir Panjang Gas Turbine Power Station Singapore,GEODB0004720,210.0,1.2715,103.7989,Gas,,DUPLICATE_ID,0.0192,False
ESP,NEUMATICOS MICHELIN-VITORIA,WRI1006705,47.0,42.85,-2.6667,Gas,,DUPLICATE_ID,0.1728,False
POL,Rakowice,WRI1061545,,51.1294,15.5766,Hydro,2005.0,DUPLICATE_ID|MISSING_CAPACITY,0.1773,False
URY,ENGRAW,URY0000854,3.6,-34.2042,-55.748,Wind,,DUPLICATE_ID,0.0436,False
USA,Moser Generating Station,USA0003163,63.599999999999994,40.2352,-75.6193,Oil,1970.0,DUPLICATE_ID,0.1602,False
FIN,Vaaja,WRI1002570,3.6,63.096,21.6158,Hydro,,DUPLICATE_ID,0.0765,False
USA,Flambeau Lower Project,USA0055685,1.2000000000000002,45.9135,-90.4475,Hydro,1923.0,DUPLICATE_ID,0.1662,False
USA,Aqua Ingrams Mill,USA0057280,,39.9647,-75.6578,Solar,2010.0,DUPLICATE_ID|MISSING_CAPACITY,0.1838,False
ARE,Layyah Power Station (LPS),WRI1023584,911.0,25.3527,55.3705,Gas,1977.0,DUPLICATE_ID,0.001,False
IND,T.B. DAM,IND0000436,36.0,15.2615,76.3379,Hydro,1960.0,DUPLICATE_ID,0.1128,False
