country,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,error_flags,anomaly_score,is_anomaly
USA,Caprock Solar 1 LLC,USA0059251,25.0,34.9828,-103.3783,Solar,2017.0,,0.1533,False
ROU,Isaccea,WKS0061408,8.8,45.25,28.4831,Solar,,,0.172,False
CHE,Kernkraftwerk Beznau,WRI1004271,760.0,47.552,8.2281,Nuclear,,,0.0173,False
CHN,Tashdian power station,WRI1070577,250.0,41.8038,86.3388,Coal,2012.0,,0.081,False
USA,Sinclair Dam,USA0000722,,33.1403,-83.2028,Hydro,1953.0,MISSING_CAPACITY,0.1671,False
FRA,Vitry-la-Ville,WRI1023967,34.0,48.8249,4.4015,Wind,,,0.1806,False
CHN,Ganzhou,WKS0062240,50.0,38.845,100.206,Solar,,,0.1361,False
CHN,Tiandong Kamshing power station,WRI1070562,270.0,23.6485,107.1311,Coal,2011.0,,0.0705,False
BRA,FBA,BRA0030214,4.44,-23.3516,-47.8475,Oil,2009.0,,0.1006,False
USA,Oliver Wind III  LLC,USA0060905,99.3,46.9571,-101.1681,Wind,2017.0,,0.1211,False
GBR,Hyndburn Wind Farm,GBR0003748,24.0,53.7143,-2.389,Wind,,,0.1707,False
USA,West Liberty,USA0001200,16.5,41.5691,-91.264,Oil,1995.4545454545455,,0.1795,False
GBR,Langar Lane,GBR0002210,10.0,52.9027,-0.9508,Solar,,,0.1836,False
USA,Foxwoods CoGen,USA0057666,16.2,41.4731,-71.9606,Gas,2011.111111111111,,0.1825,False
TUR,Baymina Ankara Doğalgaz Santrali,WRI1018761,798.0,39.7773,32.4022,Gas,,,0.014,False
ARG,AGUA DEL CAJON (AUTOGENERADOR DEL MEM),ARG0000231,479.2,-38.9368,-68.3556,Other,1997.4,,-0.0844,True
DEU,Biomass Generator #14,WRI1006097,16.0,51.5439,7.4388,Other,,,0.1825,False
USA,Czub CSG,USA0063057,2.0,42.9141,-73.596,Solar,2019.0,,0.1868,False
USA,Flat Ridge 2 Wind Energy LLC,USA0057787,470.4,3.4034,-157.2191,Wind,2012.0,OCEAN_COORDS,-0.0681,True
CHN,Sichuan Kangding County Lajiaogou Second Stage,WRI1071632,,32.18,104.2,Hydro,,MISSING_CAPACITY,0.1389,False
USA,Alabama River Pulp,USA0010216,,31.5825,-87.4889,Biomass,1978.0,MISSING_CAPACITY,0.1589,False
BRA,Costa Pinto,BRA0028221,75.0,-22.6357,-47.6749,Biomass,1977.0,,0.0655,False
USA,Crowned Ridge Wind Energy Center,USA0060503,,45.1549,-96.8368,Wind,2020.0,MISSING_CAPACITY,0.1626,False
PHL,SAN ROQUE,WRI1001894,411.0,16.1462,120.6837,Hydro,,,0.0181,False
CHN,Simeigou,WRI1071541,10.0,32.0572,103.0156,Hydro,,,0.1363,False
KHM,MH Bio-Ethanol Distillery,WRI1026843,23.2,11.7594,104.8242,Waste,2014.0,,0.0919,False
ROU,HPP Lotru,WRI1019100,509.0,45.4472,23.7683,Hydro,,,0.0503,False
CZE,Ostrov u Stříbra Solar Power Plant,WRI1029662,2.5,49.6982,13.0326,Solar,,,0.1862,False
GBR,Killingholme,GBR1000500,600.0,-2.7846,-141.6905,Gas,,OCEAN_COORDS,-0.0743,True
FRA,Figanières,WRI1024208,12.26303,43.5675,6.4982,Solar,,,0.1904,False
CHN,Liangjiang,WRI1000530,20.0,42.58,128.09,Hydro,2005.0,,0.1072,False
USA,Sediver,USA0007957,2.9,34.9653,-81.1872,Oil,2003.0,,0.1778,False
POL,Rakowice,WRI1061545,2.0,51.1294,15.5766,Hydro,2005.0,,0.1783,False
USA,Michigan Wind 2,USA0056659,90.0,43.6631,-82.7469,Wind,2012.0,,0.1509,False
USA,Aragonne Wind LLC,USA0056336,90.0,34.8147,-105.0108,Wind,2007.0,,0.1269,False
GBR,Elms Farm,GBR0001832,29.0,51.6051,-1.4003,Solar,,,0.1767,False
IND,Pathrala,WKS0067262,4.1,29.9846,74.7522,Solar,,,0.134,False
DEU,Goldbach Solar Power Plant,WRI1030239,2.8,49.999,9.2008,Solar,,,0.1903,False
GBR,Shielburn Farm,GBR0003784,6.9,57.4998,-2.542,Wind,,,0.1471,False
FRA,Saint-Cyprien,WKS0063340,,42.6213,2.972,Solar,,MISSING_CAPACITY,0.1947,False
CAN,Penn Energy - Ridgefield,CAN0008218,8.0,44.4433,-78.6864,Solar,,,0.1814,False
CHN,Jiayuguan J,WKS0065014,50.0,39.71,98.016,Solar,,,0.1351,False
IND,CHAMERA-I,IND0000074,540.0,-3.054,-153.8558,Hydro,1994.0,OCEAN_COORDS,-0.0758,True
DEU,Braschwitz Solar Power Plant,WRI1030132,8.0,51.5183,12.0639,Solar,,,0.1792,False
IND,Bhatkota Solar Power Plant,WRI1026124,3.0,23.5594,73.286,Solar,,,0.1269,False
USA,Exelon West Medway II LLC,USA0059882,,42.1372,-71.4447,Gas,2019.0,MISSING_CAPACITY,0.181,False
DEU,Bodelsberg,WKS0066190,4.5,47.6698,10.4116,Solar,,,0.189,False
USA,Montezuma Wind II,USA0057701,78.2,38.1167,-121.8219,Wind,2012.0,,0.1137,False
JPN,Himeji Daiichi,WRI1000654,1442.0,34.7734,134.694,Gas,,,-0.056,True
IDN,PLTU Gresik,WRI1000929,600.0,-7.1633,112.6615,Coal,,,-0.0496,True
BOL,Chojlla Hydroelectric Power Plant Bolivia,GEODB0044750,38.4,-16.4124,-67.7725,Hydro,,,0.0727,False
CHL,Masisa,CHL0003020,11.0,-37.0455,-72.4001,Biomass,,,0.0169,False
USA,CoreSite Real Estate 3032 Coronado  L.P.,USA0061482,30.0,37.3762,-121.9731,Oil,2015.0,,0.1296,False
BGD,Gopalganj,WKS0070913,5.0,26.585,84.145,Solar,,,0.1295,False
FRA,Génos,WRI1025533,,42.7522,0.3912,Hydro,,MISSING_CAPACITY,0.1923,False
USA,SCCCD - Fresno Community College,USA0063068,2.2,36.7666,-119.7986,Solar,2018.0,,0.1425,False
CHN,Fujian Qingfeng Wind,WRI1072080,48.0,25.38,119.45,Wind,,,0.1021,False
USA,Columbia Solar Energy  LLC,USA0059979,19.2,38.0197,-121.8651,Solar,2015.0,,0.1373,False
USA,Regeneron Pharmaceuticals Inc.,USA0062423,15.4,41.0787,-73.8223,Oil,2013.9155844155844,,0.1843,False
DEU,Wi-Biebrich,WRI1006142,31.7,50.0405,8.2532,Biomass,,,0.1784,False
USA,Marshfield PV,USA0058410,3.0,42.1117,-70.7094,Solar,2014.0,,0.1825,False
USA,AMP Napoleon Solar Facility,USA0058082,3.5,41.4067,-84.1108,Solar,2012.0,,0.1838,False
CHN,Daguangdingzishan Wind,WRI1071215,49.0,42.65,117.8,Wind,,,0.1274,False
BGD,Horippur Power CCPP,WRI1029224,946.0,23.6839,90.5314,Gas,2008.0,,0.0037,False
USA,Tihonet Solar,USA0058749,1.0,41.7875,-70.7233,Solar,2014.0,,0.1795,False
USA,NSB Wainwright Utility,USA0007488,3.0,70.6429,-160.0205,Oil,1995.9333333333332,,-0.0505,True
BRA,Aparecida Parte I,BRA0027250,240.74,15.3046,-20.4881,Oil,1997.0,OCEAN_COORDS,0.0595,False
USA,Bradley PV1,USA0059154,5.0,8.234,-37.2121,Solar,2016.0,OCEAN_COORDS,0.1053,False
GBR,Ferrybridge Multi-fuel,GBR0000116,79.0,53.7164,-1.2819,Biomass,,,0.1406,False
BRA,Pratudão,BRA0030579,1.76,-13.9972,-45.403,Hydro,2000.0,,0.1032,False
CHN,Inner Mongolia Wengniute Sunjiaying Shangchang Wind,WRI1071520,48.0,42.2097,118.0072,Wind,,,0.1293,False
ESP,P.E. EL GUIJO II,WRI1007020,64.0,41.0983,-2.5741,Wind,2008.0,,0.1607,False
THA,Nakhon Si Thammarat Solar Power Plant,WRI1026245,1.0,9.9443,-130.9771,Solar,,OCEAN_COORDS,0.0407,False
JPN,Mukawa A,WKS0073677,25.0,42.629,141.96,Solar,,,0.0681,False
USA,Paisley Geothermal Generating Plant,USA0059382,3.7,42.6958,-120.5578,Geothermal,2015.0,,0.1346,False
GBR,Rampion Offshore Wind Farm (Hastings Zone),GBR2001030,400.0,50.64,-0.18,Wind,,,0.0706,False
USA,Columbus Solar Project,USA0061165,1.9,31.8667,-107.5875,Solar,2018.0,,0.1393,False
CAN,Matthias,CAN0008097,3.0,44.9934,-79.2019,Hydro,,,0.1785,False
RUS,Votkinskaya HPP,WRI1003856,1020.0,56.7919,54.0839,Hydro,1955.0,,-0.0512,True
GBR,Crockbaravally Wind Farm,GBR0004255,7.5,54.553,-7.0477,Wind,,,0.159,False
CHN,Kangbao Zhaoyanghe,WRI1071506,49.0,42.133,114.583,Wind,,,0.133,False
USA,Limon Wind II,USA0058127,200.0,39.3414,-103.5811,Wind,2012.0,,0.0977,False
SWE,Lindbyn,WRI1019403,11.0,60.5167,14.9667,Hydro,1953.0,,0.1059,False
USA,Newport,USA0003731,4.0,44.9376,-72.18,Hydro,1941.1,,0.1756,False
USA,Foundation Mann Packing,USA0061443,,36.504,-121.454,Wind,2019.0,MISSING_CAPACITY,0.1384,False
ESP,LA REMOLINA GR 1,WRI1006591,,42.9036,-5.1437,Hydro,1990.0,MISSING_CAPACITY,0.1908,False
USA,Huntersville Delivery No 2,USA0056550,2.2,35.3832,-80.8329,Oil,2007.0,,0.1796,False
USA,Sonoma Central Landfill Phase II,USA0055753,3.2,38.3017,-122.7489,Waste,1996.0,,0.1324,False
CHN,Qinghai Yuhui Solar,WRI1026372,20.0,37.0,98.395,Solar,,,0.1426,False
CHN,Datang Qingyuan power station,WRI1070836,,38.7954,115.481,Coal,2012.0,MISSING_CAPACITY,0.1411,False
USA,Sequoyah,USA0006152,2441.0,35.2267,-85.0917,Nuclear,1981.5,,-0.1191,True
GBR,Lower Pennington Farm,GBR0001907,2.7,50.74,-1.5529,Solar,,,0.192,False
USA,Rockton,USA0000903,,42.4511,-89.0756,Hydro,1928.9999999999995,MISSING_CAPACITY,0.1804,False
ITA,NUOVA MONTEROTONDO,WRI1021914,11.0,43.1519,10.8495,Geothermal,2002.0,,0.1917,False
FRA,Caix,WRI1024339,12.0,49.8105,2.6453,Wind,,,0.1907,False
USA,High Plains,USA0056834,10.0,35.3503,-101.54,Wind,2008.0,,0.1646,False
FRA,Opoul-Périllos,WRI1024446,10.5,42.88,2.8579,Wind,,,0.1955,False
GBR,Mamhilad Solar Farm,GBR2001099,5.0,51.7126,-2.9935,Solar,,,0.1902,False
BRA,Itaú Centro Empresarial Torre E6,BRA0031872,10.0,-23.6462,-46.6386,Oil,2015.0,,0.0986,False
ROU,TPP Brazi,WRI1019111,220.0,44.8802,25.9988,Gas,2007.0,,0.1038,False
USA,Old Court Rd Solar,USA0063237,,39.3417,-76.8351,Solar,2019.0,MISSING_CAPACITY,0.1839,False
ITA,Alessano Solar Power Plant,WRI1026390,2.7,39.894,18.3444,Solar,,,0.1729,False
CHE,Stalvedro (AET),WRI1004547,14.0,46.5136,8.6783,Hydro,1968.0,,0.1872,False
TUR,Akçaköy,WKS0069858,8.5,38.825,27.265,Solar,,,0.1683,False
POL,Myczkowice,WRI1061541,8.0,49.432,22.4014,Hydro,1961.0,,0.176,False
CHN,Xinyang Dabie Mountain Wind,WRI1072298,29.0,31.5575,115.0458,Wind,,,0.1273,False
CHN,Neiqiu,WKS0062589,100.0,37.374,114.346,Solar,,,0.1185,False
USA,T0588 Phoenix - AZ,USA0061199,1.2,33.4472,-112.2177,Solar,2017.0,,0.142,False
CZE,Boskovice Solar Power Plant,WRI1029649,1.5,49.4981,16.6384,Solar,,,0.1816,False
ITA,Ternavasso,WKS0063139,7.8,44.857,7.852,Solar,,,0.191,False
USA,HCE Moore I,USA0062539,2.0,35.1343,-79.4195,Solar,2019.0,,0.1788,False
DEU,WKW,WRI1006149,24.0,47.5985,8.171,Hydro,2009.0,,0.1842,False
CHN,Mayang County Jiangkou Smallscale,WRI1071256,10.0,27.7017,109.7333,Hydro,,,0.1242,False
CZE,Veselí nad Moravou Solar Power Plant,WRI1029640,14.0,48.94,17.3847,Solar,,,0.1818,False
BRA,J. L. G.,BRA0029131,1.6,-21.5285,-48.3655,Biomass,,,0.1037,False
CAN,Kelsey,CAN0002166,286.0,56.0405,-96.5379,Hydro,,,0.0264,False
NOR,Gamlebrofoss,WRI1003154,17.0,59.6578,9.6515,Hydro,,,0.12,False
FRA,Pierre Benite,WRI1026738,84.0,45.702,4.842,Hydro,1966.0,,0.1549,False
CHN,Tongmei Datang power station,WRI1070202,660.0,39.9796,113.1859,Coal,2014.0,,0.038,False
TUR,Bursa Doğalgaz Santrali,WRI1018751,1432.0,40.2952,29.0736,Gas,,,-0.0471,True
BRA,Buettner,BRA0029631,3.6,-27.094,-48.908,Oil,2006.0,,0.0919,False
USA,Shell Chemical,USA0056248,80.0,30.1875,-90.984,Gas,2002.0,,0.1226,False
CAN,Bull Creek,CAN0007713,29.2,52.5091,-110.0831,Wind,,,0.0917,False
USA,Spillway,USA0003321,2.0,33.4538,-80.164,Hydro,1950.0,,0.1702,False
USA,Pine Bluff Energy Center,USA0055075,236.0,34.2181,-91.9025,Gas,2001.0,,0.0978,False
PRT,Archeira 2,WRI1023284,4.0,39.0372,-9.2245,Wind,2004.0,,0.176,False
USA,Osceola Windpower II,USA0056913,49.6,43.4303,-95.4167,Wind,2008.0,,0.1544,False
GBR,Toyota Motor Manufacturing Uk - Deeside,GBR0002078,3.8,53.2279,-3.0248,Solar,,,0.1806,False
USA,Cuming County Renewables  LLC,USA0063393,2.5,42.02,-96.8618,Wind,2020.0,,0.1766,False
ITA,Brindisi,WKS0061995,7.2,40.632,17.834,Solar,,,0.1787,False
NOR,Storlivatn,WRI1003537,66.0,59.6852,6.5196,Hydro,,,0.0949,False
IND,RABRIYAWAS CEMENT,WRI1019896,18.7,26.2984,74.1234,Coal,,,0.1366,False
CHN,Fang'an,WRI1023880,75.0,40.37,120.57,Wind,,,0.1116,False
CHN,Changling Wind,WRI1070950,9.0,44.1622,123.5919,Wind,,,0.1133,False
USA,Western 102 Power Plant,USA0056500,118.60000000000004,39.5603,-119.5108,Gas,2006.016863406407,,0.1,False
CHN,Shandong Muping Phase 1,WRI1071939,42.0,37.3447,121.82,Wind,,,0.1207,False
USA,Apple Data Center PV,USA0057994,21.0,35.5881,-81.252,Solar,2013.0,,0.1743,False
CHN,Shenneng Korla power station,WRI1075725,700.0,15.049,-32.512,Coal,2017.0,OCEAN_COORDS,-0.0133,True
FRA,Quistinic,WRI1025647,1.15,47.9093,-3.1271,Hydro,,,0.1899,False
CHN,Hanpingzui,WRI1071055,,32.8389,105.1003,Hydro,,MISSING_CAPACITY,0.1392,False
ESP,PARQUE EOLICO MONTE TREITO,WRI1007572,30.39,42.773,-8.8444,Wind,,,0.1725,False
FJI,Tropik Woods IPP (Viti Levu),WRI1061475,9.3,-17.5893,177.5355,Biomass,,,-0.0376,True
GBR,Cotton Farm,GBR0003971,,18.6141,-36.384,Wind,,OCEAN_COORDS|MISSING_CAPACITY,0.1234,False
IND,Karajgi,WKS0065805,5.0,17.448,76.048,Solar,,,0.1207,False
CHN,Datang Wendeng Phase 2 Wind,WRI1072505,49.0,36.96,122.11,Wind,,,0.1201,False
ROU,Rovinari power station,WRI1019094,1320.0,44.9068,23.1383,Coal,1977.0,,-0.0322,True
CHN,Tianyuan Shandong power station,WRI1070570,600.0,37.0532,117.8757,Coal,2010.0,,0.0371,False
USA,Ferndale Generating Station,USA0054537,285.5,48.829,-122.6851,Gas,1994.0,,0.0261,False
IND,TALWANDI SABO,IND0000440,1980.0,29.924,75.2372,Coal,2015.0,,-0.0789,True
ITA,CADARESE,WRI1021327,68.0,46.2921,8.3038,Hydro,,,0.1609,False
DEU,HKW Hiltrop,WRI1005790,44.0,51.508,7.2503,Gas,2014.0,,0.1656,False
GRC,Kastoria,WKS0071380,6.0,40.5229,21.1389,Solar,,,0.176,False
VNM,Dak Srong 2,WRI1030823,24.0,13.6786,108.5649,Hydro,2010.0,,0.1013,False
AUT,Braunau-Simbach,WRI1005159,100.0,48.244,13.006,Hydro,1954.0,,0.1479,False
AUS,Hazelwood,AUS0000087,1600.0,-38.2731,146.3923,Coal,,,-0.1581,True
USA,Illumina Way SD,USA0063603,3.5,32.873,-117.1997,Gas,2019.0,,0.1404,False
GBR,Kinegar Quarry (resubmission),GBR0004601,5.0,55.9348,-2.3637,Wind,,,0.1607,False
ISL,Reykjanes,WRI1002806,100.0,63.8251,-22.6848,Geothermal,1977.0,,0.0409,False
USA,Salisbury,USA0003724,1.3,43.8954,-73.1007,Hydro,1917.0,,0.1825,False
CHN,Musa River 1st Level Small,WRI1071465,15.0,26.1219,98.805,Hydro,,,0.1301,False
GBR,The Old Airfield,GBR0002072,,52.6919,1.1039,Solar,,MISSING_CAPACITY,0.1808,False
USA,Dodge Holdco Solar CSG,USA0060833,5.0,44.0224,-92.757,Solar,2017.0,,0.1768,False
POL,Szczecin,WRI1061492,88.0,53.4116,14.5858,Coal,,,0.1282,False
USA,Radiance Solar 5,USA0058355,1.5,34.6656,-118.2869,Solar,2013.0,,0.1444,False
USA,Ratcliffe,USA0057037,840.0,32.6547,-88.7622,Gas,2014.0,,0.0076,False
CHN,Longkaikou,WRI1000473,1900.0,26.53,100.42,Hydro,2013.0,,-0.08,True
DEU,Westfalen,WRI1006141,1049.0,51.6805,7.9696,Coal,2014.0,,-0.0169,True
FRA,Le Mans,WRI1024141,14.375,47.9889,0.2,Biomass,,,0.1892,False
GBR,Hull Biomass Plant (Tansterne power station),GBR2001111,22.0,53.819,-0.1465,Biomass,,,0.1725,False
PAK,Kohinoor Energy Limited,WRI1001635,,31.2629,74.1871,Oil,1997.0,MISSING_CAPACITY,0.1448,False
GBR,Noble Foods,GBR0004404,,56.1641,-3.1593,Wind,,MISSING_CAPACITY,0.1546,False
SGP,Pasir Panjang Gas Turbine Power Station Singapore,GEODB0004720,210.0,1.2715,103.7989,Gas,,,0.0192,False
GBR,Rotherdale Farm,GBR0001169,5.0,52.1525,-2.0465,Solar,,,0.19,False
VNM,Ta Loi 3,WRI1030927,7.5,22.4875,103.6653,Hydro,2012.0,,0.1215,False
PRT,Pedrógão,WRI1022756,10.0,38.1101,-7.6296,Hydro,2006.0,,0.1776,False
USA,Brookside Newark,USA0058110,2.6,39.6689,-75.7161,Gas,2012.0,,0.1867,False
BRA,Delta,BRA0028219,101.875,-19.9716,-47.7589,Biomass,2001.0,,0.0586,False
BRA,Juiz de Fora,BRA0001276,87.048,-21.6855,-43.4475,Gas,2002.0,,0.0557,False
BRA,Parque Eólico de Palmares,BRA0028855,9.2,-30.458,-50.3906,Wind,2010.0,,0.0681,False
BRA,Indaiazinho  (Antiga Indaiazinho Grande),BRA0030079,12.5,-29.3639,87.7935,Hydro,2012.0,OCEAN_COORDS,0.0259,False
AUS,Tods Corner,AUS0000118,1.7,-41.9707,146.7938,Hydro,,,-0.0801,True
CHN,Datang Kezuohouqi Hariwusu,WRI1072275,49.0,42.921,122.441,Wind,,,0.1147,False
ITA,CASTELBELLO,WRI1021303,87.0,46.6253,10.9159,Hydro,,,0.1557,False
USA,Wolf Run Energy,USA0061263,22.0,41.611,-76.2994,Gas,2019.0,,0.1808,False
GTM,Escuintla Gas 3,WRI1061423,35.0,14.26,-90.797,Oil,,,0.095,False
BRA,Muricy (Antiga Camaçari Muricy I),BRA0029554,,-12.6566,-38.2655,Oil,2009.0,MISSING_CAPACITY,0.1053,False
RUS,Magadan Thermal Power Station,WRI1061804,96.0,59.5835,150.7869,Coal,,,-0.0239,True
AUS,Jacks Gully,AUS0000039,2.3,-34.0734,150.7427,Waste,,,-0.0535,True
USA,Nelson Creek,USA0050223,1.2,41.0289,-121.8924,Hydro,1989.0,,0.1343,False
USA,Collierville Powerhouse,USA0054555,,38.1446,-120.3805,Hydro,1989.0,MISSING_CAPACITY,0.1412,False
FRA,Soulom,WRI1025743,1.05,42.9494,-0.0718,Hydro,,,0.1919,False
USA,Industrial Plant,USA0059793,41.7,58.3676,-134.608,Oil,2016.0,,0.0103,False
USA,Calvert City,USA0055308,26.7,37.0483,-88.3539,Gas,2000.0,,0.1699,False
CZE,Černošín Solar Power Plant,WRI1029654,2.9,49.8153,12.8763,Solar,,,0.1869,False
AUS,Mintaro,AUS0000249,90.0,-33.9031,138.7383,Gas,,,-0.0583,True
USA,Route 66 Wind Plant,USA0058681,150.0,35.2053,-101.4342,Wind,2015.0,,0.116,False
AUT,Mayrhofen,WRI1005210,355.0,47.1581,11.8501,Hydro,1977.0,,0.0837,False
IND,DLF,IND0000103,15.5,-16.9581,80.0907,Gas,1997.0,OCEAN_COORDS,0.0672,False
CHN,Shiquan Dam,WRI1070862,,33.0399,108.2249,Hydro,1973.0,MISSING_CAPACITY,0.1405,False
CHN,Mashang,WKS0064816,,36.013,114.891,Solar,,MISSING_CAPACITY,0.1411,False
USA,Prospect Municipal,USA0007603,1.8,40.4411,-83.1883,Oil,1998.0,,0.1849,False
USA,Boutillier Solar  LLC CSG,USA0063556,2.9,42.219,-71.891,Solar,2018.0,,0.1876,False
USA,Cabot,USA0001629,61.8,-12.6421,66.795,Hydro,1916.0000000000005,OCEAN_COORDS,0.0483,False
MEX,Aguamilpa Solidaridad,MEX0001856,960.0,21.8395,-104.8038,Hydro,,,-0.0448,True
CHN,Hebei Bode Shenlong Xiaoertai Wind,WRI1071795,40.0,41.047,114.87,Wind,,,0.134,False
USA,Big Cliff,USA0003074,18.0,44.7514,-122.2832,Hydro,1955.0,,0.1185,False
GBR,Chineham ERF,GBR0000834,8.0,51.292,-1.0377,Waste,,,0.1903,False
DEU,Grohnde,WRI1005703,,52.0356,9.4135,Nuclear,1985.0,MISSING_CAPACITY,0.1795,False
USA,Solar Photovoltaic Project #26,USA0057245,6.0,34.1312,-117.4253,Solar,2015.0,,0.1455,False
IND,Waddekothapally,WKS0067124,,17.505,79.562,Solar,,MISSING_CAPACITY,0.1235,False
CHN,Anning River Canyon (Phase 1) Dechang County,WRI1071914,16.0,27.128,102.977,Wind,,,0.1282,False
USA,Trenton Channel,USA0001745,535.5,42.1217,-83.1808,Coal,1968.0,,0.062,False
USA,Desert Star,USA0059444,10.0,33.145,-112.66,Solar,2015.0,,0.1441,False
USA,NC 102 Project LLC,USA0061610,74.8,35.2925,-80.4975,Solar,2018.0,,0.154,False
DEU,Cahnsdorf III,WKS0069648,6.3,51.855,13.775,Solar,,,0.178,False
PHL,AGUS 1,WRI1001957,80.0,8.0046,124.2868,Hydro,,,0.0438,False
CHN,Yanggao A,WKS0069534,30.0,39.995,113.889,Solar,,,0.1331,False
USA,Fort Greely Power Plant,USA0054834,7.4,63.9736,-145.7166,Oil,1993.4594594594591,,-0.0189,True
CHE,Riddes,WRI1004459,258.0,46.1728,7.2236,Hydro,1956.0,,0.1108,False
NLD,Centrale Merwedekanaal,WRI1005499,227.0,52.1017,5.0794,Gas,,,0.1083,False
CHN,SPIP} Hami Y,WKS0073630,20.0,43.024,93.653,Solar,,,0.138,False
USA,Axio Green LLC,USA0058702,2.0,42.5761,-72.61,Solar,2012.0,,0.1868,False
GBR,Connon Bridge Landfill,GBR0000633,,50.4353,-4.5487,Waste,,MISSING_CAPACITY,0.1868,False
CHN,Gaorenxiang B,WKS0070192,50.0,-3.0904,-121.3023,Solar,,OCEAN_COORDS,0.0421,False
GBR,Altahullion,GBR0003244,26.0,54.9702,-6.9996,Wind,,,0.1442,False
USA,Cope,USA0007210,417.3,33.3644,-81.03,Gas,1996.0,,0.0649,False
USA,SOCCD,USA0063617,1.3,33.6764,-117.7773,Storage,2019.0,,0.1401,False
CHE,Lostallo,WRI1004328,25.0,46.313,9.1967,Hydro,1958.0,,0.1828,False
USA,Hampton Facility,USA0010108,5.0,42.9383,-70.8406,Gas,2000.0,,0.1801,False
PRT,Serra Alta,WRI1023453,2.0,40.3179,-6.8966,Wind,2009.0,,0.1834,False
ISL,Sultartangi,WRI1002809,120.0,64.1672,-19.6212,Hydro,1999.0,,0.0367,False
USA,San Isabel Solar  LLC,USA0060304,30.0,37.372,-104.843,Solar,2017.0,,0.1541,False
DEU,Großbeeren,WKS0065404,10.0,9.8796,-162.2569,Solar,,OCEAN_COORDS,-0.0059,True
TWN,Datan wind,WRI1000447,15.1,23.3979,121.3603,Wind,,,0.1088,False
USA,4Oaks,USA0059534,5.0,35.4325,-78.4117,Solar,2015.0,,0.1805,False
GBR,Hewas Solar Farm,GBR0001548,5.0,50.3414,-4.9303,Solar,,,0.1911,False
CUB,Gibara,WRI1002025,10.2,21.1194,-76.1374,Wind,,,0.131,False
GRC,Drama,WKS0060346,5.0,41.182,24.061,Solar,,,0.175,False
CHN,Yuzhou E,WKS0070056,20.0,34.112,113.352,Solar,,,0.1371,False
USA,Cedar Creek II,USA0057210,248.3,-20.6038,69.9053,Wind,2011.0,OCEAN_COORDS,-0.0163,True
CAN,Northland Power Solar Rideau Lakes,CAN0008185,10.0,44.6692,-76.274,Solar,,,0.1789,False
CAN,Zeballos Lake,CAN0008570,23.0,50.0535,-126.7797,Hydro,,,0.0798,False
USA,Hines Energy Complex,USA0007302,2234.0,27.7882,-81.87,Gas,2004.1210832587287,,-0.1142,True
USA,Mongaup,USA0002630,7.299999999999999,41.5377,-74.7714,Hydro,1923.0,,0.1884,False
CHN,Qili} Dunhuang SunCan I,WKS0071068,10.0,40.084,94.434,Solar,,,0.1392,False
THA,Chulabhorn,WRI1000176,40.0,16.5362,101.65,Hydro,1972.0,,0.1046,False
USA,Plymouth Solar,USA0062266,1.1,41.9473,-70.6884,Solar,2018.0,,0.18,False
USA,Olive View Medical Center,USA0010884,5.6,34.3262,-118.4448,Gas,1987.0,,0.1463,False
USA,LAWRP,USA0063614,1.0,33.6378,-117.7138,Storage,2019.0,,0.1399,False
DEU,Itzehoe,WRI1005850,88.0,53.9664,9.4495,Oil,1972.0,,0.1314,False
FRA,Embrun,WRI1025750,1.04187,-9.772,-129.125,Solar,,OCEAN_COORDS,0.0223,False
CAN,Nipawin,CAN0002199,255.0,53.321,-104.0431,Hydro,,,0.0407,False
PRT,Passarinho,WRI1023407,12.0,38.982,-9.174,Wind,2005.0,,0.1738,False
USA,Wyandot Solar Farm,USA0057203,10.0,40.8795,-83.3171,Solar,2010.0,,0.1824,False
CHL,QUILLAILEO,CHL0001104,1.0,-37.693,-71.8082,Hydro,,,0.0107,False
USA,Aurora,USA0055279,1086.2,41.8151,-88.2265,Gas,2001.166451850488,,-0.0159,True
ITA,TAVAZZANO,WRI1002962,1520.0,45.3325,9.4364,Gas,2005.0,,-0.0569,True
CAN,St. Joseph,CAN0002245,138.0,49.1345,-97.4205,Wind,,,0.1117,False
BRA,Cachoeira Caldeirão,BRA0031186,219.0,0.8533,-51.2917,Hydro,2016.0,,0.0367,False
MEX,Mérida II,MEX0001836,168.0,20.927,-89.6878,Oil,,,0.0753,False
USA,AES Kekaha Solar  LLC Hybrid,USA0063280,14.0,22.0006,-159.7621,Solar,2020.0,,0.0205,False
FRA,Saint-Maurice-sur-Adour,WRI1025453,1.49,43.7915,-0.4666,Hydro,,,0.1914,False
JPN,Izunokuni Solar Power Plant,WRI1026488,2.2,35.0356,138.932,Solar,,,0.0748,False
USA,Greene County,USA0000010,,32.6017,-87.7811,Gas,1982.2222912139089,MISSING_CAPACITY,0.1648,False
GBR,Severn Trent STW,GBR0003699,2.5,52.698,-1.1179,Wind,,,0.1844,False
ZAF,Ferro Waste Heat Plant,WRI1026031,2.2,-25.725,27.6115,Waste,,,0.048,False
GBR,Landmead Farm (East Hanney),GBR0002030,46.0,51.644,-1.3736,Solar,,,0.1666,False
USA,Noble Wethersfield Windpark LLC,USA0056902,126.0,42.6697,-78.2278,Wind,2009.0,,0.1386,False
