country,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,error_flags
USA,Water Treatment Plant Generators,USA0056368,1.8,38.7607,-77.6209,Oil,2007.0,
FRA,Étampes,WRI1025256,2.126,48.4218,2.1378,Biomass,,
ESP,P. E. VIRGEN DE BELEN I (AMPL. 10000 KW  2-2-06),WRI1006885,57.52,38.8795,-1.3123,Wind,2001.0,
ESP,Finca Verde,WKS0060178,9.0,28.1564,-16.4852,Solar,,
RUS,Volgodonsk cogeneration station-2,WRI1061768,420.0,47.4961,42.2106,Gas,,
USA,Thornton PV1,USA0059152,5.0,35.3958,-77.6617,Solar,2016.0,
USA,Roadrunner Solar,USA0057338,20.2,31.7928,-106.6733,Solar,2011.0,
FRA,Besset,WRI1025104,3.00144,43.0723,1.8467,Solar,,
GBR,Crockbrack,GBR0003713,,54.6145,-6.9552,Wind,,MISSING_CAPACITY
USA,Dow Jones South Brunswick Solar,USA0057397,4.1,40.3698,-74.5868,Solar,2011.0,
ESP,EL CERRO - AMPLIACION (DE 1206),WRI1006436,30.0,40.3167,-5.9167,Wind,,
CHL,Diego de Almagro Emelda,WKS0062320,21.0,-26.371,-70.067,Solar,,
CHN,Shijiashan A,WKS0073308,100.0,32.345,112.836,Solar,,
USA,Horseshoe Bend Hydroelectric Co,USA0054524,9.4,43.9041,-116.2442,Hydro,1995.0,
USA,Fennimore,USA0004114,7.4,42.9828,-90.6558,Oil,1988.810810810811,
USA,Quincy II Solar Garden,USA0061752,1.5,39.6384,-104.6625,Solar,2018.0,
CHN,Guilin Chongkou Landfill,WRI1072173,1.0,25.2047,110.178,Gas,,
DEU,Altenburg Flugplatz Solar Power Plant,WRI1030190,12.1,7.1713,-20.7724,Solar,,OCEAN_COORDS
USA,Pit 3,USA0000266,,40.9974,-121.7481,Hydro,1925.0,MISSING_CAPACITY
DEU,Feuchtwangen,WKS0073076,5.0,49.204,10.245,Solar,,
USA,Flos Inn Diesel,USA0001514,6.0,46.71,-67.9556,Oil,1959.0,
AZE,Baku TEC,WRI1002182,107.0,40.3734,49.9192,Gas,2000.0,
CAN,Bornish,CAN0007689,72.9,43.1128,-81.7024,Wind,,
SGP,SembCorp Pulau Sakra CCGT Cogen Power Station Singapore,GEODB0004959,1215.0,1.254,103.7026,Gas,,
JPN,Awaji Kifune Solar Power Plant,WRI1026467,34.7,34.587,134.9754,Solar,,
SDN,Khartoum North,WRI1023173,351.0,15.65,32.563,Oil,,
BRA,Coruripe Energética - Filial Campo Florido,BRA0029703,30.0,15.8541,-27.7174,Biomass,2008.0,OCEAN_COORDS
CHN,Fourth Cascade Buguanhe River,WRI1072494,6.0,24.5695,101.1765,Hydro,,
IND,HINGOLI MILL,WRI1019957,18.9,19.2829,77.1384,Biomass,,
CHN,Cgn Xinxing Wind,WRI1072081,47.0,22.379,111.96,Wind,,
FRA,Cabasse,WRI1024219,12.0952,43.427,6.2324,Solar,,
BRA,Atalaia do Norte,BRA0000168,1.52,-4.3316,-70.1461,Oil,1994.0,
CHN,Shexian A,WKS0073727,10.0,36.624,113.683,Solar,,
USA,International Paper Eastover Facility,USA0052151,109.6,33.8872,-80.6397,Biomass,1987.9087591240875,
IRN,Razi Petroshimi,WRI1008174,252.0,30.4357,49.1089,Gas,1993.0,
USA,Flat Meeks PV 1,USA0059514,,35.8067,-77.2706,Solar,2017.0,MISSING_CAPACITY
USA,Ashland,USA0001259,,37.1938,-99.7631,Oil,1983.196428571428,MISSING_CAPACITY
USA,Las Animas,USA0000507,5.6,38.0647,-103.2159,Oil,1958.5,
CAN,Corra Linn,CAN0007783,51.0,49.4689,-117.4686,Hydro,,
FRA,Luc-la-Primaube,WRI1025291,1.99701,44.3056,2.5367,Solar,,
GBR,Land west of Welton Road,GBR0005412,4.4,54.8089,-3.0022,Solar,,
TUR,Çan-1 power station,WRI1018717,320.0,40.0232,26.9768,Coal,2003.0,
ESP,P.E. ALDEAVIEJA,WRI1006925,14.52,40.7067,-4.5002,Wind,2000.0,
FRA,Montjoyer,WRI1024560,9.75,44.4825,4.8779,Wind,,
FRA,Crèvecoeur-le-Grand,WRI1024312,12.0,49.6128,2.0851,Wind,,
FRA,Avesnes-en-Bray,WRI1024329,12.0,49.473,1.6756,Wind,,
IND,DULHASTI,IND0000107,390.0,33.3691,75.7985,Hydro,2007.0,
USA,KC Energy LLC,USA0056625,4.0,43.6292,-95.4169,Wind,2008.0,
USA,Elk Basin Gasoline Plant,USA0052127,2.0,44.9806,-108.8428,Gas,1948.0,
CHN,Guangdong Zhanjiang Yangqian Wind,WRI1071139,49.0,20.5803,110.4825,Wind,,
USA,Lepomis PV Energy LLC,USA0059085,4.5,41.8572,-70.5583,Solar,2014.0,
FRA,Aléria,WRI1025040,3.66198,42.1061,9.496,Solar,,
USA,Iron Horse Battery Storage Hybrid,USA0060996,12.0,32.0985,-110.8191,Storage,2017.0,
USA,Godwin Drive Plant,USA0007439,6.300000000000001,38.7405,-77.5081,Oil,1990.984126984127,
FRA,Grand-Fougeray,WRI1024191,12.4,47.7339,-1.7279,Wind,,
BRA,Simasa,BRA0028500,8.0,-4.8843,-47.3764,Biomass,2003.0,
BRA,Continental,BRA0031446,8.0,-20.1818,-48.6887,Biomass,2006.0,
BRA,Colônia,BRA0030295,,-3.5422,-38.8784,Wind,2014.0,MISSING_CAPACITY
USA,George Johnson,USA0001877,51.0,43.8393,-85.426,Gas,1999.862745098039,
FRA,Brive-la-Gaillarde,WRI1025369,1.70945,45.1434,1.519,Solar,,
JPN,Niihama Nishi power station,WRI1020043,300.0,33.9545,133.2491,Coal,1984.0,
USA,Hecate Energy Beacon Solar 1,USA0059315,56.0,35.2694,-118.0144,Solar,2017.0,
USA,Southerland Farm Solar,USA0060553,5.0,36.2656,-78.3678,Solar,2016.0,
PER,AguaytÍa,WRI1022062,203.0,-9.0288,-75.4926,Gas,,
GBR,Lairg Wind Farm,GBR0002796,7.5,58.0027,-4.3487,Wind,,
BRA,Ester,BRA0000912,,-22.6533,-47.2014,Biomass,1954.0,MISSING_CAPACITY
USA,Kapolei Solar Energy Park,USA0058684,1.0,21.3211,-158.1175,Solar,2012.0,
GBR,Stob House Farm,GBR0005664,4.9,-13.6066,77.0393,Solar,,OCEAN_COORDS
CZE,Krhanice Solar Power Plant,WRI1029770,1.3,49.8549,14.5662,Solar,,
USA,Ripon Generation Station,USA0056135,121.0,37.7315,-121.116,Gas,2006.0,
USA,Valley View Transmission LLC,USA0057434,10.0,43.9028,-96.0217,Wind,2011.0,
CAN,Clover Bar,CAN0002039,250.0,53.5871,-113.3652,Gas,,
GBR,SAICA Paper Mill,GBR0000132,41.6,53.4251,-2.4195,Biomass,,
GBR,Barugh Farm,GBR0001838,,54.1751,-1.4955,Solar,,MISSING_CAPACITY
DEU,Rohrbuckel Solar Power Plant,WRI1030292,1.1,49.3169,8.9867,Solar,,
BRA,Canatiba Tupis,BRA0031726,2.7,-22.7731,-47.366,Oil,2014.0,
USA,NHA at Mansfield NJ,USA0060378,5.0,40.76,-74.935,Solar,2016.0,
JPN,Anan,WRI1000663,1245.0,33.8787,134.6534,Oil,,
CHN,Shajiabang A,WKS0066760,6.0,31.546,120.807,Solar,,
CHN,Gansu Huadian Minqin,WRI1025973,10.0,38.95,102.47,Solar,,
IND,BSES Kerala CCGT,IND0000068,165.0,10.074,76.3188,Gas,1999.0,
USA,South Texas Project,USA0006251,2708.6,28.795,-96.0481,Nuclear,1988.5,
MAR,MANSOUR ED DAHBI,WRI1023697,10.0,30.9125,-6.76,Hydro,1973.0,
ISR,Mount Gilboa,WRI1061482,21.0,32.4664,35.4256,Wind,2017.0,
BRA,Riachão VI,BRA0030872,29.7,-5.5376,-35.4467,Wind,2015.0,
CHE,Felsen,WRI1004170,1.45,47.0906,9.343,Hydro,,
AUS,Tea Tree Gully,AUS0000344,1.0,-34.8303,138.7129,Waste,,
NZL,Patea,WRI1000341,32.0,-39.7583,174.4833,Hydro,1984.0,
CHN,Qingshui River Dahuashui,WRI1072311,200.0,26.8618,107.2737,Hydro,,
GBR,Maes Bach,GBR0002243,4.5594,51.5639,-3.2916,Solar,,
GBR,Basingstoke Sewage Treatment Works,GBR0006054,1.2,51.2917,-1.0343,Biomass,,
BRA,Ventos de Santo Augusto V,BRA0031661,29.6,-7.4093,-40.6951,Wind,2016.0,
ITA,TERNI,WRI1021298,,42.554,12.6176,Gas,,MISSING_CAPACITY
BEL,DOEL 4,WRI1002223,2910.0,51.3254,4.2597,Nuclear,1985.0,
CHN,Zhoutian,WRI1071732,10.0,24.947,113.781,Hydro,,
BRA,Rio de Pedras,BRA0002345,9.28,-20.2139,-43.7317,Hydro,,
DEU,GKH Hannover power station,WRI1005697,272.0,52.42,9.6486,Coal,1989.0,
IND,BINWA,IND0000060,6.0,32.1121,76.6537,Hydro,1984.0,
RUS,GT CHP Shelkovskaya,WRI1062185,18.0,55.9171,37.9736,Gas,,
USA,Big Thompson,USA0000515,4.5,40.421,-105.2238,Hydro,1959.0,
FRA,Miramont-de-Comminges,WRI1024936,4.7,43.0912,0.7558,Hydro,,
IND,Boram Palli,WKS0061165,20.0,14.577,77.186,Solar,,
USA,Orion Solar I,USA0058718,,35.1507,-118.875,Solar,2014.0,MISSING_CAPACITY
CHN,Xidahe,WRI1072513,21.0,38.133,101.405,Hydro,,
BRA,Cascata Chupinguaia,BRA0029373,9.6,-12.7139,-60.8717,Hydro,2009.0,
FRA,Ouzouer-le-Marché,WRI1024510,10.0,47.9028,1.5339,Wind,,
IND,ALIYAR,IND0000004,60.0,10.4547,77.0078,Hydro,1970.0,
GBR,Achanalt,GBR0000468,3.0,57.6108,-4.916,Hydro,,
USA,Perdue Bridgeville Photovoltaic,USA0057772,1.3,38.7577,-75.602,Solar,2011.0,
ALB,Shkopet,WRI1002173,,41.6796,19.8305,Hydro,1963.0,MISSING_CAPACITY
GBR,Millennium Windfarm,GBR0004682,40.0,57.1552,-4.8836,Wind,,
DEU,Gattendorf,WKS0062553,10.0,50.3471,11.982,Solar,,
CZE,Kosořín 1 Solar Power Plant,WRI1029664,2.0,49.9797,16.2381,Solar,,
GBR,Meteor Business Park,GBR2001181,1.5,51.8965,-2.1712,Storage,,
DEU,Dießen am Ammersee A,WKS0067726,4.0,47.9727,11.03,Solar,,
JPN,Okumino,WRI1000704,1500.0,35.7387,136.6709,Hydro,,
VNM,Tuy Phong,WRI1030750,,11.2122,108.2,Wind,,MISSING_CAPACITY
CZE,Hulín Solar Power Plant,WRI1029484,1.7,49.3127,17.4521,Solar,,
GBR,Broomhill,GBR0002983,8.0,54.7502,-1.7607,Wind,,
BRA,PSJ,BRA0030252,,-23.3013,-45.9564,Oil,2008.0,MISSING_CAPACITY
USA,Dulles,USA0060182,2.0,34.0301,-117.5178,Solar,2016.0,
MDG,Antelomita,WRI1023097,8.9,-19.0119,47.7033,Hydro,,
CAN,Brandon,CAN1060098,98.0,49.8453,-99.8918,Coal,1958.0,
ITA,ACCEGLIO,WRI1021706,,44.4742,7.0183,Hydro,,MISSING_CAPACITY
GTM,Jaguar Energy power station,WRI1061416,300.0,14.1107,-90.7227,Coal,2016.0,
USA,Broken Bow,USA0002221,8.7,41.4031,-99.6392,Gas,1960.6436781609195,
JPN,Shizukuishi,WKS0063776,24.8,39.718,141.007,Solar,,
FRA,Ferme Du Plateau,WKS0069142,10.0,49.196,-0.304,Solar,,
BRA,Santa Branca,BRA0002696,56.05,-23.3756,-45.8761,Hydro,1999.0,
DEU,HKW Erlangen (Coal),WRI1005784,17.4,49.5928,11.0015,Coal,1980.0,
CAN,Saint-Damase,CAN0008320,23.5,48.6248,-67.8674,Wind,,
USA,Laurel Hill Wind,USA0057744,69.0,41.5323,-77.0296,Wind,2012.0,
USA,ATT North Watney,USA0063605,2.0,38.2363,-122.0778,Gas,2020.0,
CHN,Baozhusi,WRI1000499,700.0,32.52,105.61,Hydro,1996.0,
USA,Cosgrove Intake and Power Station,USA0010825,3.2,42.4044,-71.6872,Hydro,1969.0,
CHN,Shandong Haiyang Qiuershan Wind,WRI1071078,15.0,36.6036,120.9656,Wind,,
USA,Johnson 1 Community Solar,USA0061686,1.0,45.4832,-92.8152,Solar,2018.0,
JPN,Chiba,WRI1000627,2880.0,35.5648,140.1053,Gas,,
GBR,Little Barford GT,GBR1000378,17.0,52.2046,-0.2693,Gas,,
JPN,Nanao,WKS0067802,27.0,37.065,136.959,Solar,,
MEX,Valentín Gómez Farías (Agua Prieta),MEX0001867,240.0,20.7008,-103.245,Hydro,,
USA,Telfair Thompson,USA0062883,1.9,32.0586,-82.8718,Solar,2019.0,
BRA,Funil,BRA0027046,30.0,-14.1833,-39.4667,Hydro,1970.0,
ESP,P. E. LAS CABRILLAS,WRI1006819,28.5,40.5327,-0.2625,Wind,2007.0,
USA,1025 Traveller Solar  LLC,USA0062660,5.0,35.4273,-79.1263,Solar,2019.0,
BRA,Celpav II,BRA0000740,32.6,-21.5487,-47.7725,Oil,,
BRA,INPLASUL,BRA0033941,3.624,-26.2425,-52.6916,Oil,2015.0,
CHN,Changfeng Floating C,WKS0073776,60.0,32.256,117.152,Solar,,
USA,SEGS IV,USA0010440,34.2,35.0122,-117.5557,Solar,1987.0,
CZE,Bežerovice Solar Power Plant,WRI1029602,3.0,49.2894,14.4844,Solar,,
ITA,LAMARMORA,WRI1002898,,45.5248,10.2273,Oil,,MISSING_CAPACITY
CHN,Weiqiao Zouping-6 power station,WRI1070291,2640.0,36.8979,117.7844,Coal,2014.0,
BRA,REB Cassino II,BRA0030477,20.0,-32.2103,-52.2114,Wind,2015.0,
UKR,Kramatorskaya power station,WRI1075856,120.0,48.7477,37.5723,Coal,1974.0,
USA,Valencia,USA0006515,108.0,31.3635,-110.9313,Gas,1997.5,
SWE,Forsmark,WRI1002098,3227.0,60.4028,18.1744,Nuclear,,
GBR,Laurelhill,GBR2001106,8.5,3.7079,-162.7957,Solar,,OCEAN_COORDS
FRA,Aghione 2,WKS0070583,,42.0849,9.3986,Solar,,MISSING_CAPACITY
FRA,Loon-Plage,WRI1024309,12.0,51.0011,2.2229,Wind,,
IND,Challakere,WKS0071319,10.0,14.2,76.69,Solar,,
ARG,CT PINAMAR,ARG0000027,21.0,-37.0953,-56.8789,Gas,,
USA,Carson Ice-Gen Project,USA0007527,125.5,-25.7516,78.2603,Gas,1995.0,OCEAN_COORDS
CUB,Antonio Maceo (rente) Powerplant,WRI1002018,450.0,19.9945,-75.8706,Oil,,
BRA,Rical,BRA0029747,2.2880000000000003,-12.7276,-60.1283,Biomass,,
USA,Berry Cogen,USA0050170,38.7,35.093,-119.4436,Gas,1987.0,
USA,Winter,USA0008013,5.6,45.8367,-90.9735,Oil,2002.0,
GBR,Energy Works (Hull),GBR2001014,25.0,53.7585,-0.3304,Biomass,,
CHN,Jinghong Mengsong,WRI1072401,10.0,22.2003,100.8678,Hydro,,
BGD,Thakurgaon (RZ),WRI1029262,47.0,26.0383,88.4256,Oil,,
GBR,Chapel Lane Parley Solar Farm Phase 1,GBR0002282,20.0,50.7918,-1.8612,Solar,,
GBR,Aldi - Cardiff,GBR0006486,1.5,51.5002,-3.1181,Solar,,
USA,Market Farm,USA0059105,4.9,36.3903,-79.6472,Solar,2014.0,
JPN,Kamaishi Works power station,WRI1020048,149.0,39.2688,141.8766,Coal,2000.0,
GBR,Summercourt Solar Farm (Glebe Farm),GBR0001065,1.1,50.3734,-4.9579,Solar,,
CHL,Pampa Sur,WKS0062288,85.7,-25.536,-70.178,Solar,,
BRA,Central de Cogeração Shopping Caxias,BRA0030100,1.3,-22.7818,-43.3025,Gas,2008.0,
USA,Raritan ITS,USA0059059,2.0,40.5744,-74.6542,Solar,2010.0,
GBR,Storr Lochs,GBR1000431,2.4,57.3,-6.25,Hydro,,
CHN,Kunshan Coal,WRI1070159,50.0,31.4091,120.923,Coal,2003.0,
CMR,Garoua,WRI1023032,16.0,9.3,13.4,Oil,,
JPN,Sanda Hyōgo,WKS0068115,15.0,34.8901,135.1734,Solar,,
USA,North Kern State Prison Phase II,USA0063651,4.0,35.7804,-119.3088,Solar,2012.0,
BRA,Moinho,BRA0029725,13.7,-27.7539,-51.3122,Hydro,2011.0,
DEU,Schneebergerhof Solar Power Plant,WRI1030268,1.1,-24.4028,75.3152,Solar,,OCEAN_COORDS
BRA,Bompreço Maceió,BRA0031495,1.0,-9.6618,-35.7258,Oil,2013.0,
CAN,East LFG,CAN0007830,,43.1216,-79.1739,Biomass,,MISSING_CAPACITY
DEU,Hastedt power station,WRI1005903,119.0,53.0601,8.8733,Coal,1989.0,
CHL,COYA,CHL0001025,12.0,-34.2049,-70.5257,Hydro,,
EGY,Siwa,WKS0068927,10.0,29.178,25.516,Solar,,
RUS,Irkutsk TPP-1,WRI1061827,185.0,52.5656,103.9317,Coal,,
USA,Cold Canyon 1,USA0058379,1.5,35.1867,-120.5994,Waste,2013.0,
CHN,Huaneng Pingliang power station,WRI1070056,,35.5014,106.7871,Coal,2006.0,MISSING_CAPACITY
CHN,Zhuanjingzhen A,WKS0069990,75.0,37.54,107.772,Solar,,
USA,Stage Gulch Solar,USA0061791,1.0,38.2168,-122.5429,Solar,2018.0,
USA,Glendo,USA0004177,38.0,42.4673,-104.9555,Hydro,1959.0,
CHL,HIDROBONITO MC1,CHL0001048,9.0,-40.9178,-72.4036,Hydro,,
CAN,Sakwi Creek,CAN0008627,6.0,49.3326,-121.8801,Hydro,,
USA,Hampden,USA0060494,3.2,42.0447,-72.4388,Solar,2015.0,
BRA,São Jorge,BRA0027153,2.3000000000000003,-25.0256,-50.0511,Hydro,,
CHN,Yulin Methanol power station,WRI1075783,300.0,38.5799,109.9338,Coal,2008.0,
USA,Central Plant,USA0010280,4.1,34.8718,-82.366,Oil,1999.9512195121952,
CAN,Rundle,CAN0008310,50.0,51.0887,-115.3736,Hydro,,
IND,Tadas wind farm,WRI1026660,100.0,15.1069,75.1661,Wind,,
CHN,Zhumadian-3 power station,WRI1070137,660.0,33.0419,114.0536,Coal,2011.0,
USA,Altamont Gas Recovery,USA0050571,,37.7493,-121.6499,Waste,1989.0,MISSING_CAPACITY
GBR,Steven's Croft,GBR0000196,50.0,55.1524,-3.3809,Cogeneration,,
FRA,Saint-Girons,WRI1024929,4.79,42.9756,1.1531,Hydro,,
POL,Krępna,WRI1061540,,50.4483,17.9577,Hydro,2004.0,MISSING_CAPACITY
USA,Crockett Cogen Project,USA0055084,,38.0569,-122.2161,Gas,1996.0,MISSING_CAPACITY
TWN,Sen Jing,WKS0063897,9.3,1.2349,-123.3982,Solar,,OCEAN_COORDS
USA,Cleary Flood Hybrid,USA0001682,146.3,41.8653,-71.1061,Gas,1974.0656185919345,
USA,US Borax,USA0050115,48.2,35.0329,-117.701,Gas,1984.0,
CHN,Fangshan power station,WRI1075602,100.0,37.6707,111.1813,Coal,2007.0,
DEU,Nauen B1 Enerparc,WKS0066155,5.1,52.5816,12.7773,Solar,,
NOR,Hol 3,WRI1003221,,60.5744,8.411,Hydro,,MISSING_CAPACITY
GBR,Blackburn,GBR1000464,59.0,53.75,-2.4833,Gas,,
JPN,Hosoe,WKS0065314,96.2,31.902,131.339,Solar,,
DEU,Dampfkraftwerk BGH - O1,WRI1005626,178.0,48.1835,12.8531,Gas,2001.0,
PRT,Braval (Ecoparque),WRI1022528,1.1,41.5807,-8.3141,Waste,2011.0,
BRA,Coopernavi,BRA0028107,12.0,-23.126,-54.1924,Biomass,,
POL,EC Tychy,WRI1019092,105.0,50.1059,19.0164,Coal,,
BRA,Anhanguera,BRA0028734,22.68,-20.4667,-47.8667,Hydro,2010.0,
PRT,Portal da Freita,WRI1023422,1.1,41.2675,-7.8965,Wind,1998.0,
BRA,Córrego Santa Cruz,BRA0029518,1.0,-12.6456,-58.3189,Hydro,2010.0,
CAN,Williams Lake,CAN0008562,68.0,52.1613,-122.1712,Biomass,,
CHL,LA PALOMA,CHL0001057,5.0,-30.7004,-71.0373,Hydro,,
IND,Ghaggar Link Canal,WKS0072803,,30.503,76.34,Solar,,MISSING_CAPACITY
USA,Kihei Solar Farm,USA0061099,2.9,20.7937,-156.4339,Solar,2018.0,
USA,Glenrock,USA0056841,165.6,43.0181,-105.8353,Wind,2009.0,
USA,Victory Garden Phase IV LLC,USA0052160,22.0,35.076,-118.3664,Wind,1990.0,
USA,Upper Pacolet Hydro,USA0058257,1.1,34.9214,-81.7456,Hydro,2013.0,
GBR,Pentre farm,GBR0004938,5.5,51.7587,-4.1224,Solar,,
ISL,Vatnsfell,WRI1002811,90.0,64.1966,-19.0341,Hydro,2001.0,
USA,Stanford Campus Solar,USA0062020,3.4,37.4343,-122.1608,Solar,2017.0,
CPV,Praia,WRI1023040,10.0,14.928,-23.545,Oil,,
AUT,Schwarzach,WRI1005240,120.0,-23.254,85.731,Hydro,1960.0,OCEAN_COORDS
USA,Gaston,USA0002756,177.6,8.89,-28.1113,Hydro,1963.0,OCEAN_COORDS
USA,Steel Sun 2: 2303-III-2 Hamburg Tpke,USA0062723,2.0,42.809,-78.8534,Solar,2019.0,
CHN,Guohua Guyuan Pandaogou,WRI1071985,48.0,41.342,115.865,Wind,,
USA,Spier Falls,USA0002612,,43.2339,-73.7556,Hydro,1929.0357142857144,MISSING_CAPACITY
CHN,Yanchi Dashuikeng Yinyi Phase 1,WRI1072212,49.0,37.4741,107.2086,Wind,,
CHN,Changzhou Zhongtian Iron & Steel power station,WRI1075586,230.0,17.851,-32.0362,Coal,2005.0,OCEAN_COORDS
CHN,Inner Mongolia Chifeng Dayuying,WRI1071607,,42.6111,118.1589,Wind,,MISSING_CAPACITY
USA,Baltimore City G,USA0060667,2.0,39.436,-76.22,Solar,2016.0,
FRA,Saverdun,WRI1025295,1.98349,43.2269,1.5735,Solar,,
GBR,Glenchamber,GBR0004638,27.5,-20.2378,87.3265,Wind,,OCEAN_COORDS
IND,Gangakhed,WKS0070760,40.0,18.975,76.695,Solar,,
DEU,Kraftwerk Nord,WRI1005890,56.0,48.5529,8.4074,Other,1964.0,
CHN,Taizhou I,WKS0066849,10.0,33.083,119.833,Solar,,
PAN,ACP Miraflores 3 and 4 Thermal Power Plant Panama,GEODB0043557,59.0,9.0012,-79.5909,Oil,,
USA,Langdon Renewables  LLC,USA0056605,118.5,48.63,-98.315,Wind,2008.0,
MEX,Destilería del Golfo,MEX0006713,8.0,18.9114,-96.7786,Biomass,,
USA,White River Lock and Dam 2,USA0057161,3.5,35.744,-91.7654,Hydro,2007.0,
CHN,Jiangsu Rudong Huangang Dongling Wind,WRI1070954,100.0,32.3508,121.3372,Wind,,
USA,East River,USA0002493,716.2,40.7281,-73.9742,Gas,1979.260262496509,
IRN,Shirvan,WRI1008192,1404.0,37.3397,58.0486,Gas,2011.0,
IND,KUMSP} Greenko 8,WKS0066886,50.0,15.662,78.257,Solar,,
USA,T B Simon Power Plant,USA0010328,99.3,42.7178,-84.4836,Gas,1988.4974823766363,
IND,Nargund Wind Farm,WRI1026352,7.2,15.7319,75.3789,Wind,,
USA,Bartow Solar Energy LLC,USA0061879,7.3,27.926,-81.8191,Solar,2018.0,
DEU,BHKW H.120,WRI1005588,16.9,51.2545,6.7865,Gas,2012.0,
KOR,Sancheong,WRI1029860,700.0,35.2563,127.7763,Hydro,,
USA,MSC-Scandia01 CSG,USA0062144,1.0,45.2893,-92.8847,Solar,2019.0,
CHL,LOS SAUCES II,CHL0000129,1.5,-37.9658,-72.8269,Oil,,
THA,Pak Mun,WRI1000178,136.0,4.2535,-151.8463,Hydro,1993.0,OCEAN_COORDS
AUS,Argyle Diamond Mine,AUS0000220,32.0,2.8991,-154.7273,Oil,,OCEAN_COORDS
USA,Victor Mesa Linda C2,USA0059270,1.5,34.5114,-117.3872,Solar,2014.0,
CHN,Golmud CPV,WKS0061199,50.0,15.8781,-39.9933,Solar,,OCEAN_COORDS
USA,Back River Waste Water Treatment,USA0059026,,39.2997,-76.4942,Biomass,2009.8,MISSING_CAPACITY
ITA,Jesolo,WKS0062180,5.2,45.5619,12.6294,Solar,,
FRA,Appietto,WRI1024933,4.74928,42.0034,8.7342,Solar,,
VNM,Dray H'Linh 1,WRI1030812,12.0,12.6712,107.9075,Hydro,1990.0,
GBR,Bhlaraidh (previously Balmacaan),GBR0004640,110.0,57.2191,-4.5819,Wind,,
ARG,COMODORO RIVADAVIA - ANTONIO MORAN,ARG0000067,16.56,-45.8467,-67.4964,Wind,,
BRA,LOOP,BRA0033210,1.092,-22.5513,-47.3597,Oil,2010.0,
CAN,Raleigh,CAN0008265,78.0,42.2743,-82.1824,Wind,,
USA,Central Power Plant,USA0050621,11.0,41.745,-71.4584,Gas,1997.6363636363635,
FRA,MONTPEZAT,WRI1002748,131.8,43.7514,6.0888,Hydro,,
CHN,Mori B,WKS0070276,20.0,44.011,90.33,Solar,,
USA,Dalles Dam North Fishway Project,USA0007431,6.5,45.6144,-121.1369,Hydro,1991.0,
USA,Colusa Generating Station,USA0056532,712.4,39.3661,-122.27,Gas,2011.0,
CHN,Dongtang Plant power station,WRI1075597,285.0,23.08,113.6292,Coal,2004.0,
IND,Khadoda Solar Power Plant,WRI1026157,10.0,23.443,73.2014,Solar,,
SAU,QURAYYAH- CC,WRI1030694,3846.0,19.4937,-28.1605,Gas,2014.0,OCEAN_COORDS
BRA,Indústria de Feltros Santa Fé,BRA0031048,2.0,-23.4205,-46.2233,Oil,2006.0,
CHL,VOLCAN,CHL0001125,13.0,-33.8206,-70.2148,Hydro,,
CHN,Ningxia Datang International Qingtongxia Stage 2,WRI1025965,,37.94,105.83,Solar,,MISSING_CAPACITY
IND,Parigi SSJ,WKS0067256,5.0,19.3754,-22.2856,Solar,,OCEAN_COORDS
CHN,Fuqing Jiaru Wind Power Phase 2,WRI1072073,48.0,25.571,119.554,Wind,,
PAK,Tenaga Generasi,WRI1030468,50.0,24.6129,67.43,Wind,2017.0,
USA,Conejos 1 Community Solar Array,USA0060723,1.5,37.1959,-105.9824,Solar,2017.0,
KOR,Uiam,WRI1000221,48.0,37.836,127.6779,Hydro,1967.0,
USA,Kapaa Photovoltaic Project,USA0057525,1.0,22.0804,-159.3316,Solar,2011.0,
USA,S W Bailey,USA0000085,25.9,55.3574,-131.697,Oil,1982.660231660232,
IND,Kasaragod KSEB,WKS0065922,50.0,12.34,75.15,Solar,,
DEU,Neubrandenburg Solar Power Plant,WRI1030047,2.9,53.5447,13.3304,Solar,,
VNM,Lai Chau,WRI1030913,1200.0,22.1379,102.9839,Hydro,2015.0,
USA,Herington,USA0001283,,0.7982,-141.5724,Oil,2001.0,OCEAN_COORDS|MISSING_CAPACITY
USA,Toledo Ref Power Recovery Train,USA0050965,6.0,41.6325,-83.5042,Petcoke,1986.0,
AUS,Upper Lake Margaret,AUS0000133,8.4,-42.0046,145.5437,Hydro,,
FRA,Séry-lès-Mézières,WRI1024695,8.0,49.765,3.4235,Wind,,
CHN,Funing Coal,WRI1070547,30.0,33.778,119.8087,Coal,2003.0,
FRA,Verrières,WRI1025437,1.50923,46.4032,0.5971,Solar,,
IND,Shivlakha - Backbone Solar Power Plant,WRI1026208,5.0,23.3585,70.6206,Solar,,
AUS,Lilyvale Solar Farm,AUS0000582,100.0,-23.0875,148.439,Solar,,
ESP,Manchasol-2,WKS0071032,50.0,39.181,-3.314,Solar,,
COL,Termozipa Corral power station,WRI1018588,230.0,4.9708,-73.9473,Coal,1975.0,
GBR,Templeborough Biomass Power Plant- Rotherham,GBR2001003,42.0,53.4226,-1.3734,Biomass,,
USA,Shore Point Solar,USA0057951,1.0,40.245,-74.2433,Solar,2011.0,
USA,Mountaineer,USA0006264,1300.0,38.9794,-81.9344,Coal,1980.0,
USA,Solon Diesel,USA0007058,8.0,46.359,-91.8236,Oil,1991.375,
